phase,scenario,block_id,trial_date,within_block_order,arm,run_id,layout_class,status
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-004,pilot-day-2,0,m10b_decentralized_no_negotiation,m13-pilot-observer_outage_rejoin-004-m10b_decentralized_no_negotiation,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-004,pilot-day-2,1,m10b_decentralized,m13-pilot-observer_outage_rejoin-004-m10b_decentralized,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-004,pilot-day-2,2,m9c_no_trust,m13-pilot-observer_outage_rejoin-004-m9c_no_trust,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-004,pilot-day-2,3,m10a5_centralized,m13-pilot-observer_outage_rejoin-004-m10a5_centralized,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-005,pilot-day-3,0,m10b_decentralized,m13-pilot-observer_outage_rejoin-005-m10b_decentralized,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-005,pilot-day-3,1,m9c_no_trust,m13-pilot-observer_outage_rejoin-005-m9c_no_trust,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-005,pilot-day-3,2,m10b_decentralized_no_negotiation,m13-pilot-observer_outage_rejoin-005-m10b_decentralized_no_negotiation,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-005,pilot-day-3,3,m10a5_centralized,m13-pilot-observer_outage_rejoin-005-m10a5_centralized,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-006,pilot-day-1,0,m10b_decentralized,m13-pilot-observer_outage_rejoin-006-m10b_decentralized,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-006,pilot-day-1,1,m10a5_centralized,m13-pilot-observer_outage_rejoin-006-m10a5_centralized,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-006,pilot-day-1,2,m10b_decentralized_no_negotiation,m13-pilot-observer_outage_rejoin-006-m10b_decentralized_no_negotiation,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-006,pilot-day-1,3,m9c_no_trust,m13-pilot-observer_outage_rejoin-006-m9c_no_trust,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-007,pilot-day-2,0,m10b_decentralized,m13-pilot-observer_outage_rejoin-007-m10b_decentralized,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-007,pilot-day-2,1,m10a5_centralized,m13-pilot-observer_outage_rejoin-007-m10a5_centralized,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-007,pilot-day-2,2,m9c_no_trust,m13-pilot-observer_outage_rejoin-007-m9c_no_trust,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-007,pilot-day-2,3,m10b_decentralized_no_negotiation,m13-pilot-observer_outage_rejoin-007-m10b_decentralized_no_negotiation,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-000,pilot-day-1,0,m10b_decentralized,m13-pilot-legitimate_precision_minority-000-m10b_decentralized,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-000,pilot-day-1,1,m10b_decentralized_no_negotiation,m13-pilot-legitimate_precision_minority-000-m10b_decentralized_no_negotiation,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-000,pilot-day-1,2,m10a5_centralized,m13-pilot-legitimate_precision_minority-000-m10a5_centralized,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-000,pilot-day-1,3,m9c_no_trust,m13-pilot-legitimate_precision_minority-000-m9c_no_trust,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-001,pilot-day-2,0,m10b_decentralized_no_negotiation,m13-pilot-legitimate_precision_minority-001-m10b_decentralized_no_negotiation,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-001,pilot-day-2,1,m10a5_centralized,m13-pilot-legitimate_precision_minority-001-m10a5_centralized,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-001,pilot-day-2,2,m10b_decentralized,m13-pilot-legitimate_precision_minority-001-m10b_decentralized,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-001,pilot-day-2,3,m9c_no_trust,m13-pilot-legitimate_precision_minority-001-m9c_no_trust,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-002,pilot-day-3,0,m10b_decentralized,m13-pilot-legitimate_precision_minority-002-m10b_decentralized,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-002,pilot-day-3,1,m10b_decentralized_no_negotiation,m13-pilot-legitimate_precision_minority-002-m10b_decentralized_no_negotiation,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-002,pilot-day-3,2,m10a5_centralized,m13-pilot-legitimate_precision_minority-002-m10a5_centralized,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-002,pilot-day-3,3,m9c_no_trust,m13-pilot-legitimate_precision_minority-002-m9c_no_trust,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-003,pilot-day-1,0,m10b_decentralized,m13-pilot-legitimate_precision_minority-003-m10b_decentralized,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-003,pilot-day-1,1,m10b_decentralized_no_negotiation,m13-pilot-legitimate_precision_minority-003-m10b_decentralized_no_negotiation,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-003,pilot-day-1,2,m10a5_centralized,m13-pilot-legitimate_precision_minority-003-m10a5_centralized,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-003,pilot-day-1,3,m9c_no_trust,m13-pilot-legitimate_precision_minority-003-m9c_no_trust,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-004,pilot-day-2,0,m10a5_centralized,m13-pilot-legitimate_precision_minority-004-m10a5_centralized,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-004,pilot-day-2,1,m10b_decentralized_no_negotiation,m13-pilot-legitimate_precision_minority-004-m10b_decentralized_no_negotiation,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-004,pilot-day-2,2,m10b_decentralized,m13-pilot-legitimate_precision_minority-004-m10b_decentralized,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-004,pilot-day-2,3,m9c_no_trust,m13-pilot-legitimate_precision_minority-004-m9c_no_trust,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-005,pilot-day-3,0,m10a5_centralized,m13-pilot-legitimate_precision_minority-005-m10a5_centralized,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-005,pilot-day-3,1,m10b_decentralized,m13-pilot-legitimate_precision_minority-005-m10b_decentralized,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-005,pilot-day-3,2,m9c_no_trust,m13-pilot-legitimate_precision_minority-005-m9c_no_trust,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-005,pilot-day-3,3,m10b_decentralized_no_negotiation,m13-pilot-legitimate_precision_minority-005-m10b_decentralized_no_negotiation,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-006,pilot-day-1,0,m9c_no_trust,m13-pilot-legitimate_precision_minority-006-m9c_no_trust,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-006,pilot-day-1,1,m10b_decentralized_no_negotiation,m13-pilot-legitimate_precision_minority-006-m10b_decentralized_no_negotiation,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-006,pilot-day-1,2,m10b_decentralized,m13-pilot-legitimate_precision_minority-006-m10b_decentralized,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-006,pilot-day-1,3,m10a5_centralized,m13-pilot-legitimate_precision_minority-006-m10a5_centralized,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-007,pilot-day-2,0,m9c_no_trust,m13-pilot-legitimate_precision_minority-007-m9c_no_trust,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-007,pilot-day-2,1,m10b_decentralized_no_negotiation,m13-pilot-legitimate_precision_minority-007-m10b_decentralized_no_negotiation,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-007,pilot-day-2,2,m10b_decentralized,m13-pilot-legitimate_precision_minority-007-m10b_decentralized,development,planned
pilot,legitimate_precision_minority,pilot-legitimate_precision_minority-007,pilot-day-2,3,m10a5_centralized,m13-pilot-legitimate_precision_minority-007-m10a5_centralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-000,pilot-day-1,0,m10a5_centralized,m13-pilot-colluding_covariance_ramp-000-m10a5_centralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-000,pilot-day-1,1,m10b_decentralized_no_negotiation,m13-pilot-colluding_covariance_ramp-000-m10b_decentralized_no_negotiation,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-000,pilot-day-1,2,m10b_decentralized,m13-pilot-colluding_covariance_ramp-000-m10b_decentralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-000,pilot-day-1,3,m9c_no_trust,m13-pilot-colluding_covariance_ramp-000-m9c_no_trust,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-001,pilot-day-2,0,m10b_decentralized_no_negotiation,m13-pilot-colluding_covariance_ramp-001-m10b_decentralized_no_negotiation,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-001,pilot-day-2,1,m9c_no_trust,m13-pilot-colluding_covariance_ramp-001-m9c_no_trust,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-001,pilot-day-2,2,m10a5_centralized,m13-pilot-colluding_covariance_ramp-001-m10a5_centralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-001,pilot-day-2,3,m10b_decentralized,m13-pilot-colluding_covariance_ramp-001-m10b_decentralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-002,pilot-day-3,0,m10a5_centralized,m13-pilot-colluding_covariance_ramp-002-m10a5_centralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-002,pilot-day-3,1,m9c_no_trust,m13-pilot-colluding_covariance_ramp-002-m9c_no_trust,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-002,pilot-day-3,2,m10b_decentralized_no_negotiation,m13-pilot-colluding_covariance_ramp-002-m10b_decentralized_no_negotiation,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-002,pilot-day-3,3,m10b_decentralized,m13-pilot-colluding_covariance_ramp-002-m10b_decentralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-003,pilot-day-1,0,m10b_decentralized_no_negotiation,m13-pilot-colluding_covariance_ramp-003-m10b_decentralized_no_negotiation,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-003,pilot-day-1,1,m9c_no_trust,m13-pilot-colluding_covariance_ramp-003-m9c_no_trust,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-003,pilot-day-1,2,m10b_decentralized,m13-pilot-colluding_covariance_ramp-003-m10b_decentralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-003,pilot-day-1,3,m10a5_centralized,m13-pilot-colluding_covariance_ramp-003-m10a5_centralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-004,pilot-day-2,0,m10b_decentralized_no_negotiation,m13-pilot-colluding_covariance_ramp-004-m10b_decentralized_no_negotiation,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-004,pilot-day-2,1,m10b_decentralized,m13-pilot-colluding_covariance_ramp-004-m10b_decentralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-004,pilot-day-2,2,m10a5_centralized,m13-pilot-colluding_covariance_ramp-004-m10a5_centralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-004,pilot-day-2,3,m9c_no_trust,m13-pilot-colluding_covariance_ramp-004-m9c_no_trust,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-005,pilot-day-3,0,m10b_decentralized_no_negotiation,m13-pilot-colluding_covariance_ramp-005-m10b_decentralized_no_negotiation,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-005,pilot-day-3,1,m10a5_centralized,m13-pilot-colluding_covariance_ramp-005-m10a5_centralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-005,pilot-day-3,2,m9c_no_trust,m13-pilot-colluding_covariance_ramp-005-m9c_no_trust,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-005,pilot-day-3,3,m10b_decentralized,m13-pilot-colluding_covariance_ramp-005-m10b_decentralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-006,pilot-day-1,0,m10a5_centralized,m13-pilot-colluding_covariance_ramp-006-m10a5_centralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-006,pilot-day-1,1,m10b_decentralized_no_negotiation,m13-pilot-colluding_covariance_ramp-006-m10b_decentralized_no_negotiation,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-006,pilot-day-1,2,m9c_no_trust,m13-pilot-colluding_covariance_ramp-006-m9c_no_trust,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-006,pilot-day-1,3,m10b_decentralized,m13-pilot-colluding_covariance_ramp-006-m10b_decentralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-007,pilot-day-2,0,m10b_decentralized_no_negotiation,m13-pilot-colluding_covariance_ramp-007-m10b_decentralized_no_negotiation,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-007,pilot-day-2,1,m10b_decentralized,m13-pilot-colluding_covariance_ramp-007-m10b_decentralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-007,pilot-day-2,2,m10a5_centralized,m13-pilot-colluding_covariance_ramp-007-m10a5_centralized,development,planned
pilot,colluding_covariance_ramp,pilot-colluding_covariance_ramp-007,pilot-day-2,3,m9c_no_trust,m13-pilot-colluding_covariance_ramp-007-m9c_no_trust,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-000,pilot-day-1,0,m10b_decentralized,m13-pilot-temporary_attack_recovery-000-m10b_decentralized,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-000,pilot-day-1,1,m10b_decentralized_no_negotiation,m13-pilot-temporary_attack_recovery-000-m10b_decentralized_no_negotiation,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-000,pilot-day-1,2,m9c_no_trust,m13-pilot-temporary_attack_recovery-000-m9c_no_trust,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-000,pilot-day-1,3,m10a5_centralized,m13-pilot-temporary_attack_recovery-000-m10a5_centralized,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-001,pilot-day-2,0,m10b_decentralized_no_negotiation,m13-pilot-temporary_attack_recovery-001-m10b_decentralized_no_negotiation,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-001,pilot-day-2,1,m10b_decentralized,m13-pilot-temporary_attack_recovery-001-m10b_decentralized,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-001,pilot-day-2,2,m10a5_centralized,m13-pilot-temporary_attack_recovery-001-m10a5_centralized,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-001,pilot-day-2,3,m9c_no_trust,m13-pilot-temporary_attack_recovery-001-m9c_no_trust,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-002,pilot-day-3,0,m10b_decentralized,m13-pilot-temporary_attack_recovery-002-m10b_decentralized,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-002,pilot-day-3,1,m9c_no_trust,m13-pilot-temporary_attack_recovery-002-m9c_no_trust,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-002,pilot-day-3,2,m10a5_centralized,m13-pilot-temporary_attack_recovery-002-m10a5_centralized,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-002,pilot-day-3,3,m10b_decentralized_no_negotiation,m13-pilot-temporary_attack_recovery-002-m10b_decentralized_no_negotiation,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-003,pilot-day-1,0,m9c_no_trust,m13-pilot-temporary_attack_recovery-003-m9c_no_trust,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-003,pilot-day-1,1,m10b_decentralized,m13-pilot-temporary_attack_recovery-003-m10b_decentralized,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-003,pilot-day-1,2,m10a5_centralized,m13-pilot-temporary_attack_recovery-003-m10a5_centralized,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-003,pilot-day-1,3,m10b_decentralized_no_negotiation,m13-pilot-temporary_attack_recovery-003-m10b_decentralized_no_negotiation,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-004,pilot-day-2,0,m9c_no_trust,m13-pilot-temporary_attack_recovery-004-m9c_no_trust,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-004,pilot-day-2,1,m10b_decentralized_no_negotiation,m13-pilot-temporary_attack_recovery-004-m10b_decentralized_no_negotiation,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-004,pilot-day-2,2,m10a5_centralized,m13-pilot-temporary_attack_recovery-004-m10a5_centralized,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-004,pilot-day-2,3,m10b_decentralized,m13-pilot-temporary_attack_recovery-004-m10b_decentralized,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-005,pilot-day-3,0,m10b_decentralized,m13-pilot-temporary_attack_recovery-005-m10b_decentralized,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-005,pilot-day-3,1,m9c_no_trust,m13-pilot-temporary_attack_recovery-005-m9c_no_trust,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-005,pilot-day-3,2,m10a5_centralized,m13-pilot-temporary_attack_recovery-005-m10a5_centralized,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-005,pilot-day-3,3,m10b_decentralized_no_negotiation,m13-pilot-temporary_attack_recovery-005-m10b_decentralized_no_negotiation,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-006,pilot-day-1,0,m10b_decentralized_no_negotiation,m13-pilot-temporary_attack_recovery-006-m10b_decentralized_no_negotiation,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-006,pilot-day-1,1,m9c_no_trust,m13-pilot-temporary_attack_recovery-006-m9c_no_trust,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-006,pilot-day-1,2,m10b_decentralized,m13-pilot-temporary_attack_recovery-006-m10b_decentralized,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-006,pilot-day-1,3,m10a5_centralized,m13-pilot-temporary_attack_recovery-006-m10a5_centralized,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-007,pilot-day-2,0,m10a5_centralized,m13-pilot-temporary_attack_recovery-007-m10a5_centralized,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-007,pilot-day-2,1,m10b_decentralized_no_negotiation,m13-pilot-temporary_attack_recovery-007-m10b_decentralized_no_negotiation,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-007,pilot-day-2,2,m9c_no_trust,m13-pilot-temporary_attack_recovery-007-m9c_no_trust,development,planned
pilot,temporary_attack_recovery,pilot-temporary_attack_recovery-007,pilot-day-2,3,m10b_decentralized,m13-pilot-temporary_attack_recovery-007-m10b_decentralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-000,pilot-day-1,0,m10b_decentralized,m13-pilot-adaptive_bounded_attacker-000-m10b_decentralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-000,pilot-day-1,1,m10a5_centralized,m13-pilot-adaptive_bounded_attacker-000-m10a5_centralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-000,pilot-day-1,2,m10b_decentralized_no_negotiation,m13-pilot-adaptive_bounded_attacker-000-m10b_decentralized_no_negotiation,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-000,pilot-day-1,3,m9c_no_trust,m13-pilot-adaptive_bounded_attacker-000-m9c_no_trust,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-001,pilot-day-2,0,m10a5_centralized,m13-pilot-adaptive_bounded_attacker-001-m10a5_centralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-001,pilot-day-2,1,m9c_no_trust,m13-pilot-adaptive_bounded_attacker-001-m9c_no_trust,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-001,pilot-day-2,2,m10b_decentralized,m13-pilot-adaptive_bounded_attacker-001-m10b_decentralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-001,pilot-day-2,3,m10b_decentralized_no_negotiation,m13-pilot-adaptive_bounded_attacker-001-m10b_decentralized_no_negotiation,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-002,pilot-day-3,0,m10a5_centralized,m13-pilot-adaptive_bounded_attacker-002-m10a5_centralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-002,pilot-day-3,1,m9c_no_trust,m13-pilot-adaptive_bounded_attacker-002-m9c_no_trust,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-002,pilot-day-3,2,m10b_decentralized,m13-pilot-adaptive_bounded_attacker-002-m10b_decentralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-002,pilot-day-3,3,m10b_decentralized_no_negotiation,m13-pilot-adaptive_bounded_attacker-002-m10b_decentralized_no_negotiation,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-003,pilot-day-1,0,m10b_decentralized_no_negotiation,m13-pilot-adaptive_bounded_attacker-003-m10b_decentralized_no_negotiation,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-003,pilot-day-1,1,m9c_no_trust,m13-pilot-adaptive_bounded_attacker-003-m9c_no_trust,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-003,pilot-day-1,2,m10b_decentralized,m13-pilot-adaptive_bounded_attacker-003-m10b_decentralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-003,pilot-day-1,3,m10a5_centralized,m13-pilot-adaptive_bounded_attacker-003-m10a5_centralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-004,pilot-day-2,0,m10a5_centralized,m13-pilot-adaptive_bounded_attacker-004-m10a5_centralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-004,pilot-day-2,1,m10b_decentralized_no_negotiation,m13-pilot-adaptive_bounded_attacker-004-m10b_decentralized_no_negotiation,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-004,pilot-day-2,2,m10b_decentralized,m13-pilot-adaptive_bounded_attacker-004-m10b_decentralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-004,pilot-day-2,3,m9c_no_trust,m13-pilot-adaptive_bounded_attacker-004-m9c_no_trust,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-005,pilot-day-3,0,m10a5_centralized,m13-pilot-adaptive_bounded_attacker-005-m10a5_centralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-005,pilot-day-3,1,m10b_decentralized_no_negotiation,m13-pilot-adaptive_bounded_attacker-005-m10b_decentralized_no_negotiation,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-005,pilot-day-3,2,m9c_no_trust,m13-pilot-adaptive_bounded_attacker-005-m9c_no_trust,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-005,pilot-day-3,3,m10b_decentralized,m13-pilot-adaptive_bounded_attacker-005-m10b_decentralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-006,pilot-day-1,0,m10a5_centralized,m13-pilot-adaptive_bounded_attacker-006-m10a5_centralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-006,pilot-day-1,1,m9c_no_trust,m13-pilot-adaptive_bounded_attacker-006-m9c_no_trust,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-006,pilot-day-1,2,m10b_decentralized_no_negotiation,m13-pilot-adaptive_bounded_attacker-006-m10b_decentralized_no_negotiation,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-006,pilot-day-1,3,m10b_decentralized,m13-pilot-adaptive_bounded_attacker-006-m10b_decentralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-007,pilot-day-2,0,m10b_decentralized,m13-pilot-adaptive_bounded_attacker-007-m10b_decentralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-007,pilot-day-2,1,m10a5_centralized,m13-pilot-adaptive_bounded_attacker-007-m10a5_centralized,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-007,pilot-day-2,2,m10b_decentralized_no_negotiation,m13-pilot-adaptive_bounded_attacker-007-m10b_decentralized_no_negotiation,development,planned
pilot,adaptive_bounded_attacker,pilot-adaptive_bounded_attacker-007,pilot-day-2,3,m9c_no_trust,m13-pilot-adaptive_bounded_attacker-007-m9c_no_trust,development,planned
